1210,"Isolamento Acústico",,0
1211,"Entregas Rápidas",,0
1212,"Transporte Aéreo",,0
1213,"Entregas Urbanas",,0
1214,"Moto Boys",,0
1215,"Caixas d'Água",,0
1216,"Utensílios e Utilidades Domésticas - Lojas",,0
1217,Estofadores,,0
1218,"Refrigeração - Art; Equip e Conserto",,0
1219,"Pisos de Alta Resistência",,0
1220,Postes,,0
1221,"Máquinas e Equipamentos Industriais",,0
1222,Tornos,,0
1223,"Motores Elétricos - Conserto e Peças",,0
1224,"Listas Telefônicas - Editoras",,0
1225,Tijolos,,0
1226,Livrarias,,0
1227,"Materiais Didáticos e Pedagógicos",,0
1228,"Câmaras Frigoríficas",,0
1229,"Gelo - Máquinas para Fabricar",,0
1230,"Motores Elétricos",,0
1231,"Portões de Alumínio",,0
1232,Escadas,,0
1233,"Ortopedia - Ap",,0
1234,"Ar-Condicionado - Art e Equip",,0
1235,"Geladeiras - Conserto e Peças",,0
1236,"Máquinas de Lavar - Conserto e Peças",,0
1237,"Balcões Frigoríficos",,0
1238,Carpetes,,0
1239,Tapeçarias,,0
1240,"Tacos e Parquetes",,0
1241,Marcenarias,,0
1242,"Aquecimento - Sistemas",,0
1243,Caldeiras,,0
1244,"Cercas e Mourões",,0
1245,Alambrados,,0
1246,"Vitrines e Materiais para Exposição",,0
1247,"Aviamentos - Atac e Fab",,0
1248,"Molduras e Gravuras",,0
1249,"Vidro - Atac e Fab",,0
1250,"Jogos e Art para Jogos",,0
1251,"Carpetes - Limpeza",,0
1252,Estopas,,0
1253,"Telhados - Construtores",,0
1254,"Móveis - Conserto; Reforma e Restauração",,0
1255,Válvulas,,0
1256,Dutos,,0
1257,Exaustores,,0
1258,Eletrodomésticos,,0
1259,"Refrigeradores - Conserto e Peças",,0
1260,"Máquinas de Lavar",,0
1261,"Ar-Condicionado - Conserto; Limpeza e Conservação",,0
1262,Geladeiras,,0
1263,"Eletrodomésticos - Conserto e Peças",,0
1264,"Fornos de Microondas",,0
1265,"Tetos - Rebaixamento",,0
1266,"Relógios de Ponto",,0
1267,Catracas,,0
1268,"Plásticos - Artef",,0
1269,"Plásticos - Atac e Fab",,0
1270,"Telhados - Acessórios e Materiais",,0
1271,Argamassa,,0
1272,"Tapetes e Passadeiras - Conserto e Limpeza",,0
1273,"Iluminação - Art - Lojas",,0
1274,"Equipamentos Elétricos e Eletrônicos",,0
1275,"Lustres - Lojas",,0
1276,"Componentes Elétricos e Eletrônicos",,0
1277,"Cabos Telefônicos",,0
1278,"Informática - Equip - Fab e Venda",,0
1279,"Cabos Elétricos",,0
1280,"Acústica - Mat e Projetos",,0
1281,"Roupas Profissionais",,0
1282,Estamparia,,0
1283,"Gás - Fornecedores",,0
1284,"Ventiladores - Atac e Fab",,0
1285,"Ventilação - Art e Equip",,0
1286,"Cabinas de Pintura",,0
1287,"Ventiladores - Conserto e Vendas",,0
1288,"Fogões Industriais",,0
1289,"Pedras Britadas",,0
1290,"Livros Usados",,0
1291,Medalhas,,0
1292,"Grama Sintética",,0
1293,"Suplementos Alimentares",,0
1294,"Caixas de Papelão",,0
1295,Papelão,,0
1296,"Energia Solar - Equip",,0
1297,"Navegação - Equip; Peças e Acessórios",,0
1298,"Mergulho - Art e Equip",,0
1299,Antenas,,0
1300,"Fibra Óptica",,0
1301,"Informática - Consultoria",,0
1302,"Móveis Estofados - Lojas",,0
1303,Logística,,0
1304,Janelas,,0
1305,"Transformadores Elétricos - Conserto",,0
1306,"Geradores Elétricos e Dínamos",,0
1307,Sondagens,,0
1308,"Máquinas Agrícolas",,0
1309,"Agricultura e Pecuária - Equipamentos",,0
1310,"Engenheiros Eletricistas",,0
1311,"Grupos Geradores",,0
1312,"Comércio Exterior - Assessoria",,0
1313,"Topografia e Agrimensura",,0
1314,"Engenheiros Civis",,0
1315,"Engenharia - Consultoria",,0
1316,"Máquinas para Terraplenagem",,0
1317,Balanças,,0
1318,"Televisão por Assinatura",,0
1319,"Instrumentos de Medição e Precisão",,0
1320,"Pinturas - Revestimentos e Texturas",,0
1321,"Estudos do Solo",,0
1322,"Portas de Segurança",,0
1323,Venezianas,,0
1324,"Contenção de Encostas",,0
1326,Lixamento,,0
1327,Capachos,,0
1328,"Tapetes e Passadeiras - Atac e Fab",,0
1329,"Engenheiros Agrimensores",,0
1330,"Informática - Serviços",,0
1331,"Telefonia - Art e Equip",,0
1332,"Telefones - Compra; Venda e Aluguel",,0
1333,"Telefonia - Operadoras - Fixa e Celulares",,0
1334,Lâmpadas,,0
1335,"Quadras Esportivas - Construções e Pisos",,0
1336,"Confecções para Cama; Mesa e Banho",,0
1337,"Gás - Instalações",,0
1338,Motosserras,,0
1339,"Impressoras Fiscais",,0
1340,"Ortopedia - Ap - Fab",,0
1341,Pedreiras,,0
1342,"Freezers - Conserto e Peças",,0
1343,"Climatizadores de ar",,0
1344,"Informática - Reciclagem de Cartuchos",,0
1345,"Máquinas para Copiar Documentos",,0
1346,"Televisões - Emissoras e Retransmissoras",,0
1347,"Internet - Acessos; Consultas e Navegação",,0
1348,Granito,,0
1349,Puxadores,,0
1350,Canaletas,,0
1351,"Instalações Comerciais",,0
1352,Cabides,,0
1353,"Máquinas para Copiar Documentos - Conserto",,0
1354,"Varais de Roupa",,0
1355,"Televisões - Conserto e Peças",,0
1356,"Som - Ap - Conserto e Peças",,0
1357,"Aterramento Elétrico",,0
1358,"Informática - Estabilizadores e No-Break",,0
1359,"Quadros de Comando",,0
1360,"Máquinas de Escrever - Conserto e Peças",,0
1361,"Fax - Conserto e Vendas",,0
1362,"Calculadoras (Vendas e Conserto)",,0
1363,"Bandeiras e Estandartes",,0
1364,"Móveis - Acessórios",,0
1365,"Engenharia - Perícia",,0
1366,"Aparelhos Elétricos e Eletrônicos - Conserto e Peças",,0
1367,"Motores Diesel",,0
1368,"Plataformas Elevatórias",,0
1369,"CDs; DVDs e Discos - Produção e Gravação",,0
1370,Topa-Tudo,,0
1371,"Manequins para Vitrinas",,0
1372,Estantes,,0
1373,Perícias,,0
1374,Auditores,,0
1375,"Consultores Econômico-Financeiros",,0
1376,"Imposto de Renda - Peritos",,0
1388,"Cursos de Matemática",,0
1390,"Detetives Particulares",,0
1394,"Hospitais Particulares 24h",,0
1397,"Redação e Revisão",,0
1399,"Tradutores Públicos",,0
1400,Intérpretes,,0
1407,"Caminhões - Acessórios e Equip",,0
1409,"Caminhões - Conserto e Peças",,0
1410,"Caminhões - Pinturas Personalizadas",,0
1411,"Caminhões - Revendedores e Concessionárias",,0
1418,Encerados,,0
1420,Lonas,,0
1421,"Monitoramento Via Satélite",,0
1422,"Pistões e Anéis de Pistão",,0
1423,"Transporte Frigorífico",,0
1429,"Balanceamento Dinâmico e de Cardans",,0
1435,"Guindastes - Conserto e Peças",,0
1442,"Clínicas de Densitometria Óssea",,0
1449,"Raios X - Consultórios",,0
1451,"Ônibus - Revendedores e Peças",,0
1460,"Cirurgia - Art; Equip e Instrumental",,0
1466,"Clínicas de Diagnóstico por Imagem",,0
1476,"Clínicas de Reprodução Humana",,0
1485,"Laboratórios Veterinários",,0
1519,"Clínicas Ortopédicas 24h",,0
1525,"Consultores Hospitalares",,0
